institution,label,city,institution_state,inst_level,statefips
02057900,Hollywood Institute of Beauty Careers,Hollywood,FL,I,12
02057901,Holloywood Clg Id Bty Culture,Pompano Beach,FL,I,12
02058000,Art of Beauty College,New Orleans,LA,I,22
02058200,Phillips College Technical Training Division,Jackson,MS,I,28
02058300,Ken Delle Beauty Academy,Youngstown,OH,I,39
02058400,Gordon Phillips School of Beauty Culture,Philadelphia,PA,I,42
02058500,Uniontown Beauty Academy,Uniontown,PA,I,42
02058501,Uniontown Beauty Academy,Washington,PA,I,42
02058600,BK Cosmo College of Cosmetology,Kerrville,TX,I,48
02058601,Conlee's College of Cosmetology - Ammi Barber Academy,Kerrville,TX,I,48
02058700,"Catholic University of Puerto Rico, Dept of Nursing",Ponce,PR,I,72
02058800,Candler General Hospital,Savannah,GA,I,13
02058900,Harvard H Ellis Technical High School,Danielson,CT,I,09
02059000,Bridgeport Hospital School of Radiologic Techlgy,Bridgeport,CT,I,09
02059100,John F Kennedy Medical Center,Edison,NJ,I,34
02059200,Pamantasang Centro Escolar,Manila,,I,
02059300,Joseph's School of Hair Design,Norwalk,CA,I,06
02059400,International Beauty Academy,Colorado Springs,CO,I,08
02059500,Inst of Cosmetology Oakland,Oakland,CA,I,06
02059600,Al Tate Beauty College,Pasadena,CA,I,06
02059700,Century Inst of Court Reporting,Hackensack,NJ,I,34
02059800,Paris Beauty College,Concord,CA,I,06
02059900,Western School of Beauty Culture,San Francisco,CA,I,06
02060000,Miss Connie Kershaw's Beauty Academy,Philadelphia,PA,I,42
02060100,Jon Et Dee College of Beauty,Watsonville,CA,I,06
02060200,Fleur-De-Lis Beauty Academy,Bergenfield,NJ,I,34
02060300,MIAT College of Technology,Canton,MI,I,26
02060301,Michigan Institute of Aeronautics,Toledo,OH,I,39
02060302,Michigan Institute of Aviation and Technology - New Boston,New Boston,MI,I,26
02060303,MIAT College of Technology,Houston,TX,I,48
02060400,Univ of Bari,Italy,,I,
02060600,Croydon College Facility of Art & Design,Croydon,,I,
02060700,Escuela De Medicina De Coahuila,Mexico,,I,
02060800,"Meridian Technology Center, School District Number 16",Stillwater,OK,I,40
02060900,Brown College of Court Reporting,Atlanta,GA,I,13
02060901,Brown Institute of Court Reporting & Business,Longview,TX,I,48
02060902,"Brown College of Court Reporting - Brown Reporting School, Inc.",Atlanta,GA,I,13
02060903,"Brown College of Court Reporting - Brown Reporting School, Inc.",Atlanta,GA,I,13
02061000,Venus Beauty Academy,Sharon Hill,PA,I,42
02061001,Venus Beauty School - Aston Campus,Aston,PA,I,42
02061100,Palm Springs Beauty College,Palm Springs,CA,I,06
02061200,Corona College of Cosmetology,Corona,CA,I,06
02061300,Vogue Beauty College #7,McAllen,TX,I,48
02061301,Vogue Colg #28,Brownville,TX,I,48
02061302,VOGUE BEAUTY COLLEGE #1,Corpus Christi,TX,I,48
02061303,Vogue Beauty Colg #3,Ft Worth,TX,I,48
02061304,Vogue Beauty Colg #5,San Antonio,TX,I,48
02061305,Vogue Beauty Colg #7,McAllen,TX,I,48
02061306,Vogue Beauty Colg #9,Lubbock,TX,I,48
02061307,Vogue Beauty Colg #12,Houston,TX,I,48
02061308,Vogue Beauty Colg #14,San Antonio,TX,I,48
02061309,Vogue Beauty Colg #16,Clovis,NM,I,35
02061310,Vogue Beauty Colg #18,Ft Worth,TX,I,48
02061311,Vogue Beauty Colg #20,Pine Bluff,AR,I,05
02061312,Vogue Beauty Colg #22,Pearl,MI,I,26
02061313,Vogue Beauty Colg #24,Paragould,AR,I,05
02061314,VOGUE BEAUTY COLLEGE #26,Boulder,CO,I,08
02061315,Vogue Beauty Colg #28,Brownsville,TX,I,48
02061316,Vogue Colg Admnstrv Ofc,Wichita Falls,TX,I,48
02061317,Vogue Beauty Colg #2,Austin,TX,I,48
02061318,Vogue Beauty Colg #4,Austin,TX,I,48
02061319,Vogue Beauty Colg #6,Hobbs,NM,I,35
02061320,Vogue Beauty Colg #8,Waco,TX,I,48
02061321,Vogue Beauty Colg #11,Santa Fe,NM,I,35
02061322,Vogue Beauty Colg #13,San Antonio,TX,I,48
02061323,Vogue Beauty Colg #15,San Antonio,TX,I,48
02061324,Vogue Beauty Colg #17,Las Cruces,NM,I,35
02061325,Vogue Beauty Colg #19,Ft Worth,TX,I,48
02061326,Vogue Beauty Colg #21,Killeen,TX,I,48
02061327,Vogue Beauty Colg #23,Jonesboro,AR,I,05
02061328,Vogue Beauty Colg #25,Corpus Christi,TX,I,48
02061329,Vogue Beauty Colg #27,Albuquerque,NM,I,35
02061400,Salinas Beauty College,Salinas,CA,I,06
02061500,Monique Beauty College,Washington,DC,I,11
02061600,Wayne's College of Beauty,Salinas,CA,I,06
02061700,Wayne's College of Beauty,Santa Cruz,CA,I,06
02061800,Roman Academy of Beauty Culture,Hawthorne,NJ,I,34
02061900,Court Reporting and Secratarial Inst,Hackensack,NJ,I,34
02062000,ABC Technical & Trade Schools,Tucson,AZ,I,04
02062100,US School of Professional Paperhanging,Rutland,VT,I,50
02062200,Mansfield Business College,Mansfield,OH,I,39
02062300,Flavio La Habra Beauty College,La Habra,CA,I,06
02062500,St Johns Hospital School of Respiratory Therapy,Springfield,IL,I,17
02062800,Michigan Technical Institute,Ann Arbor,MI,I,26
02062900,Rust College,Holly Springs,MS,I,28
02063000,Montserrat College of Art,Beverly,MA,I,25
02063100,MBTI Business Training Institute,San Juan,PR,I,72
02063101,MBTI Business Training Institute - Aguadilla,Aguadilla,PR,I,72
02063102,MBTI Business Training Institute - Fajardo,Fajardo,PR,I,72
02063103,MBTI Business Training Institute - Bayamon,Bayamon,PR,I,72
02063104,MBTI Business Training Institute - Mayaguez,Mayaguez,PR,I,72
02063200,MBTI Business Training Institute,Milwaukee,WI,I,55
02063300,Harrington Institute of Interior Design,Chicago,IL,I,17
02063400,Gordon Phillips Beauty School,Upper Darby,PA,I,42
02063401,Gordon Phillips School of Beauty Culture,Allentown,PA,I,42
02063402,Gordon Phillips School of Beauty Culture,Collingswood,NJ,I,34
02063403,Gordon Phillips School of Beauty Culture,Allentown,PA,I,42
02063404,Gordon Phillips School of Beauty Culture,Philadelphia,PA,I,42
02063405,Gordon Phillips School of Beauty Culture,Norristown,PA,I,42
02063500,Coastline Community College,Fountain Valley,CA,I,06
02063600,Tad Technical Institute Kansas City,Kansas City,MO,I,29
02063700,Sherman College of Straight Chiropractic,Spartanburg,SC,I,45
02063800,Butera School of Art,Boston,MA,I,25
02063900,Royale Beauty College,Chicago,IL,I,17
02064000,American College of Health Career,Oklahoma City,OK,I,40
02064100,Stewart School of Hairstyling,Brooklyn Park,MN,I,27
02064200,Western Academy of Cosmetology,Temple St,CA,I,06
02064300,Sierra College of Beauty,Merced,CA,I,06
02064400,Holston Valley Community Hospital School of Anesthesia,Kingsport,TN,I,47
02064500,New England Deaconess Hosp,Boston,MA,I,25
02064600,Glendale College of Business,Glendale,CA,I,06
02064700,New Trend Beauty School,Indianapolis,IN,I,18
02064900,American Academy of Broadcasting,Philadelphia,PA,I,42
02065000,"Hinsdale Sanitarium & Hospital, School of Medical Technology",Hinsdale,IL,I,17
02065100,Remington College - New Orleans Campus,Metairie,LA,I,22
02065101,Remington College - New Orleans Campus -,Metairie,LA,I,22
02065200,ITT Technical Institute -,Tempe,AZ,I,04
02065201,ITT Technical Institute -,Albuquerque,NM,I,35
02065202,ITT Technical Institute -,Tulsa,OK,I,40
02065203,ITT Technical Institute -,Oklahoma City,OK,I,40
02065204,ITT Technical Institute -,Tulsa,OK,I,40
02065300,Prescott College,Prescott,AZ,I,04
02065301,Prescott College - Tucson Campus,Tucson,AZ,I,04
02065302,Prescott Center for Alternative Education - Window Rock Campus,Window Rock,AZ,I,04
02065400,Amore Institute of Hair Design,Bridgeport,CT,I,09
02065500,Brooks College,Long Beach,CA,I,06
02065501,Brooks College - Sunnyvale,Sunnyvale,CA,I,06
02065600,Saint John's Medical Center,Joplin,MS,I,28
02065700,California Beauty College,Modesto,CA,I,06
02065800,Jon Et Dee,Stockton,CA,I,06
02065900,Haltom City Beauty College,Ft Worth,TX,I,48
02066000,College Lasalle,Canada,,I,
02066100,Ohio State College of Barber Styling,Columbus,OH,I,39
02066200,"New School, The",New York,NY,I,36
02066201,New School University - Parsons Paris,Paris,,I,
02066202,"New School, The - Ballston Spa/Saratoga Milano",Malta,NY,I,36
02066203,New School University - Broome Developmental Center Milano,Utica,NY,I,36
02066204,New School University - Griffiss Air Force Base/Milano,Rome,NY,I,36
02066205,New School University - Hutchings Psychc Center/Milano,Syracuse,NY,I,36
02066206,New School University - Letchworth Developmental Center,Middletown,NY,I,36
02066207,New School University - Middletown Psychc Center/Milano,Middletown,NY,I,36
02066208,New School University - Mohawk Vly Psychc Center/Milano,Utica,NY,I,36
02066209,New School University - Pilgrim Psychc Center/Milano,West Brentwood,NY,I,36
02066210,New School University - Castle Point/Milano,Middletown,NY,I,36
02066211,New School University - Monroe Community Hospital/Milano,New Hartford,CT,I,09
02066212,"New School, The - Mannes College of Music",New York,NY,I,36
02066213,"New School, The - Graduate Faculty",New York,NY,I,36
02066214,"New School, The - Montefiore Medical Center",Bronx,NY,I,36
02066215,"New School, The - Parsons Decorative Arts",Washington,DC,I,11
02066216,"New School, The - Milano, Charleston, SC",Goose Creek,SC,I,45
02066217,"New School, The - Parsons Paris",Paris,,I,
02066300,Saint John's Hospital Medical Technology Program,Longview,WA,I,53
02066400,Miami-Dade Community College North Campus,Miami,FL,I,12
02066500,Miami-Dade Community College New World Center,Miami,FL,I,12
02066600,Miami Dade Community College Medical Center,Miami,FL,I,12
02066700,UMDNJ - New Jersey School of Osteopathic Medicine,Piscataway,NJ,I,34
02066800,Camden School of Allied Health Professions,Newark,NJ,I,34
02066900,Nichols Career Center,Jefferson City,MO,I,29
02067000,John Amicos School of Hair Design,Chicago,IL,I,17
02067100,Magna Inst,New York,NY,I,36
02067101,Classroom Facility,Brooklyn,NY,I,36
02067200,Biscayne School,Memphis,TN,I,47
02067300,Touro Infirmary Dietetic Internship Program,New Orleans,LA,I,22
02067400,St Marys Medical Center School of Nurse,Knoxville,TN,I,47
02067500,Wilfred Academy of Hair & Beauty Culture,Toms River,NJ,I,34
02067600,Atlantic County Vocational School District,Mays Landing,NJ,I,34
02067700,Riverview Medical Center School of Radiologic Technology,Red Bank,NJ,I,34
02067800,Phoenix Union High Sch-Area Voc Ctr,Phoenix,AZ,I,04
02068000,United Technical Center,Clarksburg,WV,I,54
02068100,Adler University,Chicago,IL,I,17
02068101,Adler School of Professional Psychology - Institute of Fort Wayne,Fort Wayne,IN,I,18
02068102,Adler University - Vancouver Campus,Vancouver,,I,
02068200,Cox College,Springfield,MO,I,29
02068201,Lester E. Cox Medical Center - Cox College,Springfield,MO,I,29
02068202,Lester E. Cox Medical Center - School of Radiologic Technology,Springfield,MO,I,29
02068203,Lester E. Cox Medical Center - School of Radiologic Technology,West Plains,MO,I,29
02068204,Lester E. Cox Medical Center - School of Medical Technology,Springfield,MO,I,29
02068205,Lester E. Cox Medical Center - School of Diagnostic Medical Sonography,Springfield,MO,I,29
02068206,Lester E. Cox Medical Center - Dietetic Internship,Springfield,MO,I,29
02068207,Lester E. Cox Medical Center - School of Radiation Therapy,Springfield,MO,I,29
02068208,Cox College -,Monett,MO,I,29
02068300,Douglas Education Center,Monessen,PA,I,42
02068301,Douglas Education Center - Douglas School of Business,Monessen,PA,I,42
02068302,Douglas Education Center - Mount Pleasant,Mount Pleasant,PA,I,42
02068303,Douglas Education Center - 30 Donner Avenue,Monessen,PA,I,42
02068400,Lester E Cox Medical Center School of Medical Technology,Springfield,MO,I,29
02068500,Chinese Univ of Hong Kong,Hong Kong,,I,
02068600,Connecticut Academy,Norwalk,CT,I,09
02068601,Connecticut Acdmy,Atlanta,GA,I,13
02068700,Fiser's College of Cosmetology,Adrian,MI,I,26
02068800,American Academy for Career Education,Las Vegas,NV,I,32
02068801,Branch,Ontario,CA,I,06
02068900,Cambridge Business School,Detroit,MI,I,26
02068901,Branch Campus Location,Detroit,MI,I,26
02069000,New York School of Interior Design,New York,NY,I,36
02069100,Medical Center at Princeton School of Practical Nursing,Princeton,NJ,I,34
02069200,Pacific Coast College,Whittier,CA,I,06
02069201,Pacific Coast College,San Diego,CA,I,06
02069300,Vatterott College,Quincy,IL,I,17
02069301,Vatterott College - Oklahoma City,Oklahoma City,OK,I,40
02069302,Vatterott College - Vatterott Education Center,Dallas,TX,I,48
02069303,Vatterott College - L'Ecole Culinaire,Cordova,TN,I,47
02069304,Vatterott College - Wichita,Wichita,KS,I,20
02069305,Vatterott College - Cleveland,Broadview Heights,OH,I,39
02069306,Vatterott College - Oklahoma City,Warr Acres,OK,I,40
02069400,Dallas Court Reporting College,Houston,TX,I,48
02069500,Akron Institute of Herzing University,Akron,OH,I,39
02069600,Dean's Westside Beauty College,San Jose,CA,I,06
02069700,Studio Seven Fashion Career College,Covina,CA,I,06
02069800,Mansfield Beauty Academy of Maine,Lewiston,ME,I,23
02069900,Muscatine School of Hair Design,New Hampton,IA,I,19
02070000,Keokuk Cosmetology College,Keokuk,IA,I,19
02070100,Beckley Beauty Academy,Beckley,WV,I,54
02070200,London College of Furniture,London,,I,
02070300,University of Tennessee - Knoxville,Knoxville,TN,I,47
02070400,Children's Medical Center Pedodontic Residency Program,Dayton,OH,I,39
02070500,Concordia University,Irvine,CA,I,06
02070501,Concordia University -,Orange,CA,I,06
02070502,Concordia University - Escondido Regional Center,Escondido,CA,I,06
02070503,Concordia University - Temecula Regional Center,Temecula,CA,I,06
02070504,Concordia University - LA Regional Center,Arcadia,CA,I,06
02070505,Concordia University -,Dana Point,CA,I,06
02070506,Concordia University - Corona,Corona,CA,I,06
02070507,Concordia University - Fountain Valley,Fountain Valley,CA,I,06
02070508,Concordia University -,Garden Grove,CA,I,06
02070509,Concordia University -,Irvine,CA,I,06
02070510,Concordia University -,Orange,CA,I,06
02070511,Concordia University -,Orange,CA,I,06
02070512,Concordia University -,Placentia,CA,I,06
02070513,Concordia University -,Anaheim,CA,I,06
02070514,Concordia University - Diamond Bar,Diamond Bar,CA,I,06
02070515,Concordia University - Long Beach,Long Beach,CA,I,06
02070516,Concordia University -,Norwalk,CA,I,06
02070517,Concordia University -,Orange,CA,I,06
02070518,Concordia University -,Vista,CA,I,06
02070519,Concordia University -,Lawndale,CA,I,06
02070520,Concordia University -,Downey,CA,I,06
02070521,Concordia University -,Van Nuys,CA,I,06
02070522,Concordia University - Rosemead,Rosemead,CA,I,06
02070523,Concordia University -,Baldwin Park,CA,I,06
02070524,Concordia University -,Los Alamitos,CA,I,06
02070525,Concordia University -,Irvine,CA,I,06
02070526,Concordia University -,Norwalk,CA,I,06
02070527,Concordia University -,Los Angeles,CA,I,06
02070528,Concordia University -,Glendale,CA,I,06
02070529,Concordia University -,Perris,CA,I,06
02070530,Concordia University -,La Verne,CA,I,06
02070531,Concordia University -,South Gate,CA,I,06
02070532,Concordia University -,Laguna Hills,CA,I,06
02070533,Concordia University -,Garden Grove,CA,I,06
02070534,Concordia University -,Hemet,CA,I,06
02070535,Concordia University -,Ontario,CA,I,06
02070536,Concordia University -,Whittier,CA,I,06
02070537,Concordia University -,Hawthorne,CA,I,06
02070538,Concordia University -,North Hills,CA,I,06
02070539,Concordia University -,Hawthorne,CA,I,06
02070540,Concordia University -,Los Angeles,CA,I,06
02070541,Concordia University -,Los Angeles,CA,I,06
02070542,Concordia University -,Placentia,CA,I,06
02070543,Concordia University - San Bernardino Regional Center,San Bernardino,CA,I,06
02070544,Concordia University -,Grand Terrace,CA,I,06
02070545,Concordia University -,Hesperia,CA,I,06
02070546,Concordia University -,La Mesa,CA,I,06
02070547,Concordia University -,San Diego,CA,I,06
02070548,Concordia University -,Whittier,CA,I,06
02070549,Concordia University - Thousand Oaks Regional Center,Thousand Oaks,CA,I,06
02070550,Concordia University - Palmdale Regional Center,Palmdale,CA,I,06
02070551,Concordia University -,San Diego,CA,I,06
02070552,Concordia University -,Vista,CA,I,06
02070553,Concordia University -,Oxnard,CA,I,06
02070554,Concordia University - Los Gatos Regional Center,Los Gatos,CA,I,06
02070555,Concordia University - Piedmont Regional Center,Piedmont,CA,I,06
02070556,Concordia University -,American Canyon,CA,I,06
02070557,Concordia University -,San Diego,CA,I,06
02070558,Concordia University -,San Diego,CA,I,06
02070559,Concordia University -,San Diego,CA,I,06
02070560,Concordia University -,Chino,CA,I,06
02070561,Concordia University -,Costa Mesa,CA,I,06
02070562,Concordia University -,Culver City,CA,I,06
02070563,Concordia University -,Palmdale,CA,I,06
02070564,Concordia University -,Soquel,CA,I,06
